hex_id,wind_peak_month,wind_peak_share,wind_effective_months,wind_profile_metric
2814,2,0.19328606746623625,7.2693061439375235,frequency
2815,1,0.2579774881433111,5.756209096828826,frequency
2816,12,0.288946848113308,4.815902257207418,frequency
2817,12,0.28855024074371655,4.781445631984905,frequency
2818,12,0.2714289313316855,5.664845020295807,frequency
2819,10,0.1944613656817253,6.709326685333425,frequency
2820,10,0.23286055983554588,7.108840676370603,frequency
2821,12,0.2641576255371895,6.401645743277398,frequency
2822,12,0.2957244978983565,4.451563100049973,frequency
2823,12,0.35367509189866925,4.018913770291743,frequency
2824,12,0.28320369340792195,5.155537544744686,frequency
2825,1,0.21586662552589173,6.377470856207716,frequency
2826,12,0.25278717532740863,5.987764952504154,frequency
2827,1,0.24744029432716574,5.854917671516949,frequency
2828,12,0.291642698969483,4.77902987006612,frequency
2829,1,0.2704029202901885,4.643232372201736,frequency
2830,12,0.3427604384145142,4.600992916958625,frequency
2834,1,0.22779622122721394,5.571703463304803,frequency
2836,2,0.22482175864800635,5.362912195366009,frequency
2837,2,0.2659957932424759,4.883425730765209,frequency
2889,1,0.29421308615008634,5.228341629465521,frequency
2896,1,0.24837010542463353,6.0961334819015685,frequency
2900,2,0.2642845258523285,5.74144807178501,frequency
2901,2,0.21204391505691114,6.356513585926137,frequency
2902,11,0.2527027489750877,5.332571709099531,frequency
2903,2,0.2443256604120114,6.158284116039401,frequency
2904,1,0.2501973021833723,5.363789673557913,frequency
2905,12,0.2901662474694804,4.451185163352725,frequency
2906,12,0.392021636354601,4.512610124569747,frequency
2907,1,0.22175000401796974,6.293725719072058,frequency
2908,1,0.22175000401796974,6.293725719072058,frequency
2909,12,0.2765682462773705,4.73225782960405,frequency
2910,12,0.27781760445050635,4.982446878082378,frequency
2911,12,0.30877500248780976,4.865694642412866,frequency
2912,12,0.2866584567515158,5.250971489829066,frequency
2913,12,0.25514234911730327,5.243125671582508,frequency
